,schemeCode,schemeName
458,100605,Sundaram Medium Term Bond Fund -Institutional Plan(Qtrly Dividend)
459,100606,Sundaram Medium Term Bond Fund-Institutional Plan(Half-Yearly Dividend)
460,100607,Sundaram Medium Term Bond Fund -Institutional Plan(Annual Dividend)
461,100608,Sundaram Medium Term Bond Fund -Institutional Plan(Growth)
462,100608,Sundaram Medium Term Bond Fund Institutional Plan - Growth
463,100609,Sundaram Medium Term Bond Fund Regular Plan- Half Yearly Income Distribution cum Capital Withdrawal (IDCW)
464,100609,Sundaram Medium Term Bond Fund - Regular Half-Yearly Dividend
465,100610,Sundaram Medium Term Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)
466,100610,Sundaram Medium Term Bond Fund -Annual Dividend
467,100611,Sundaram Medium Term Bond Fund -Institutional Plan - Bonus Option
468,100612,Sundaram Growth Fund-Dividend
469,100613,Sundaram Growth Fund-Growth
470,100614,Sundaram Diversified Equity (ELSS) Regular Plan - Growth
471,100614,Sundaram Diversified Equity (ELSS) Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
472,100614,Sundaram Diversified Equity - A Long-term Tax Saver Fund - Dividend
473,100617,Sundaram Equity Hybrid Fund Regular Growth
474,100617,Sundaram Equity Hybrid Fund Regular Plan - Growth
475,100618,Sundaram Money Fund- Retail Appreciation
476,100618,Sundaram Money Fund Retail Plan - Growth
477,100619,Sundaram Money Fund- Retail Quarterly Dividend Reinvestment
478,100619,Sundaram Money Fund Retail Plan - Quarterly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
479,100620,Sundaram Money Fund- Retail Daily Dividend Reinvestment
480,100620,Sundaram Money Fund Retail Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
481,100621,Sundaram Money Fund- Retail Weekly Div. Reinvst
482,100621,Sundaram Money Fund Retail Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
483,100622,Sundaram Money Fund Retail Plan - Fortnightly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
484,100622,Sundaram Money Fund- Retail Fortnightly Div Reinvst
485,100623,Sundaram Money Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)
486,100623,Sundaram Money Fund- Retail Monthly Div. Reinvst
487,100630,Quant Growth Plan-DIVIDEND OPTION
488,100630,quant Active Fund-IDCW Option - Regular Plan
489,100630,Quant Active Fund-DIVIDEND OPTION
490,100630,quant Active Fund-Payout of Income Distribution cum capital withdrawal Option - Regular Plan
491,100631,Quant Growth Plan-GROWTH OPTION
492,100631,quant Active Fund-GROWTH OPTION - Regular Plan
493,100631,Quant Active Fund-GROWTH OPTION
494,100638,SBI Magnum Income Fund-REGULAR PLAN - Half Yearly- Dividend
495,100638,SBI Magnum Income Fund - Regular Plan - Half Yearly - Income Distribution cum Capital Withdrawal Option (IDCW)
496,100639,SBI Magnum Income Fund-REGULAR PLAN-Growth
497,100640,SBI Magnum Income Fund-REGULAR PLAN-Bonus
498,100641,SBI MAGNUM ULTRA SHORT DURATION FUND - REGULAR PLAN - GROWTH
499,100643,SBI TECHNOLOGY OPPORTUNITIES FUND - REGULAR PLAN - DIVIDEND
500,100643,SBI Technology Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
501,100644,SBI Healthcare Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
502,100644,SBI HEALTHCARE OPPORTUNITIES FUND - REGULAR PLAN - DIVIDEND
503,100645,SBI Consumption Opportunities Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
504,100645,SBI CONSUMPTION OPPORTUNITIES FUND - REGULAR PLAN - DIVIDEND
505,100646,UTI - Unit Linked Insurance Plan
506,100648,UTI - CRTS 81 - Dividend Option
507,100650,UTI Mastershare Unit Scheme - Regular Plan - IDCW
508,100650,UTI - Master Share-Income Option
509,100650,UTI Large Cap Fund - Regular Plan - IDCW
510,100651,UTI Large Cap Fund - Regular Plan - Growth Option
511,100651,UTI - Master Share-Growth Option
512,100656,UTI - Master Plus Unit Scheme-Growth Option
513,100657,UTI - Master Plus Unit Scheme-Income Option
514,100663,UTI Large & Mid Cap Fund - Regular Plan - IDCW
515,100663,UTI - Core Equity Fund - Regular Plan - Income Option
516,100663,UTI Core Equity Fund - Regular Plan - IDCW
517,100664,UTI - Core Equity Fund - Regular Plan - Growth Option
518,100664,UTI Large & Mid Cap Fund - Regular Plan - Growth Option
519,100668,UTI Flexi Cap Fund - Regular Plan - IDCW
520,100668,UTI - Equity Fund-Income Option
521,100668,UTI - Flexi Cap Fund-Income Option
522,100669,UTI - Flexi Cap Fund-Growth Option
523,100669,UTI - Equity Fund-Growth Option
524,100676,Benchmark Derivative Fund - Growth Plan
525,100678,UTI CCF Saving Plan - Regular Plan
526,100682,UTI - Retirement Benefit Pension Fund - Regular Plan
527,100682,UTI Retirement Fund - Regular Plan
528,100684,UTI - Hybrid Equity Fund - Regular Plan - Growth
529,100684,UTI Aggressive Hybrid Fund - Regular Plan - Growth
530,100685,UTI Hybrid Equity Fund - Regular Plan - IDCW
531,100685,UTI - Hybrid Equity Fund - Regular Plan -Income
532,100685,UTI Aggressive Hybrid Fund - Regular Plan - IDCW
533,100711,UTI - INDEX SELECT FUND-Income Option
534,100712,UTI - INDEX SELECT FUND-Growth Option
535,100713,Grindays Fixed Maturity - 5th Plan-A-Growth
536,100714,Grindays Fixed Maturity - 5th Plan-A-Dividend
537,100715,DBS Chola Multi-Cap Fund-Dividend Option
538,100716,DBS Chola Multi-Cap Fund-Cumulative Option
539,100717,SBI MAGNUM DEBT FUND SERIES - 60 DAYS - 2 - DIVIDEND
540,100723,UTI MMF-Discontinued - Regular Plan -Growth
541,100724,UTI MMF- Discontinued - Regular Plan - Flexi Dividend Option
542,100725,UTI MMF- Discontinued - Regular Plan - Periodic Dividend Option
543,100739,UTI MNC Fund - Regular Plan - IDCW
544,100739,UTI - MNC Fund - Regular Plan - Income Option
545,100740,UTI - MNC Fund - Regular Plan - Growth Option
546,100741,UTI Medium to Long Duration Fund- Regular Plan - Growth
547,100741,UTI Bond Fund- Regular Plan - Growth
548,100742,UTI Medium to Long Duration Fund - Regular Plan - Quarterly IDCW
549,100742,UTI Bond Fund-Quarterly Div Option
550,100742,UTI Bond Fund - Regular Plan - Quarterly IDCW
551,100748,UTI - Master Index Fund-Income Option
552,100749,UTI - Master Index Fund-Growth Option
553,100750,UTI - Master Value Fund-Income Option
554,100751,UTI - Master Value Fund-Growth Option
555,100780,Sundaram Banking and PSU Debt Fund Retail Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)
556,100780,SUNDARAM BANKING AND PSU DEBT FUND  RETAIL MONTHLY DIVIDEND
557,100781,SUNDARAM BANKING AND PSU DEBT FUND Retail - Growth
558,100781,Sundaram Banking and PSU Debt Fund Retail Plan - Growth
559,100782,Sundaram Banking and PSU Debt Fund Regular Plan - Daily Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
560,100782,SUNDARAM BANKING AND PSU DEBT FUND REGULAR DAILY REINVESTMENT
561,100783,Sundaram Banking and PSU Debt Fund Regular Plan - Weekly Reinvestment of Income Distribution cum Capital Withdrawal (IDCW)
562,100783,SUNDARAM BANKING AND PSU DEBT FUND - Regular Weekly Dividend
563,100784,SUNDARAM BANKING AND PSU DEBT FUND REGULAR GROWTH
564,100784,Sundaram Banking and PSU Debt Fund Regular Plan - Growth
565,100785,Sundaram Corporate Bond Fund Regular - Monthly Dividend
566,100785,Sundaram Corporate Bond Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)
567,100786,Sundaram Corporate Bond Fund Regular - Quarterly Dividend
568,100786,Sundaram Corporate Bond Fund Regular Plan - Quarterly Income Distribution cum Capital Withdrawal (IDCW)
569,100787,Sundaram Corporate Bond Fund Regular - Half  Yearly Dividend
570,100787,Sundaram Corporate Bond Fund Regular Plan - Half yearly Income Distribution cum Capital Withdrawal (IDCW)
571,100788,Sundaram Corporate Bond Fund Regular - Annual  Dividend
572,100788,Sundaram Corporate Bond Fund Regular Plan - Annual Income Distribution cum Capital Withdrawal (IDCW)
573,100789,Sundaram Corporate Bond Fund Regular Plan- Growth
574,100789,Sundaram Corporate Bond Fund Regular - Growth
575,100790,Sundaram Corporate Bond Fund Institutional - Monthly Dividend
576,100791,Sundaram Corporate Bond Fund -Institutional - Quarterly Dividend
577,100792,Sundaram Corporate Bond Fund Institutional - Growth
578,100793,SUNDARAM BANKING AND PSU DEBT FUND REGULAR MONTHLY DIVIDEND RE INVESTMENT
579,100793,Sundaram Banking and PSU Debt Fund Regular Plan - Monthly Income Distribution cum Capital Withdrawal (IDCW)
580,100794,Sundaram Small Cap Fund-Dividend
581,100794,Sundaram Small Cap Fund Regular Plan - Income Distribution cum Capital Withdrawal (IDCW)
582,100795,Sundaram Small Cap Fund Regular Plan - Growth
583,100795,Sundaram Small Cap Fund-Regular Growth
584,100796,Sahara Midcap Fund-Growth Plan
585,100797,Sahara Midcap Fund-Dividend Plan
586,100798,Sahara Midcap Fund-Auto Payout
587,100799,Sahara Midcap Fund-Bonus
588,100800,UTI Growth Sector Funds-UTI - GSF - Brand Value-Income Option
589,100801,UTI Growth Sector Funds-UTI - GSF - Brand Value-Growth Option
590,100802,UTI Software Fund-Growth Option
591,100803,UTI Software Fund-Income Option
592,100804,UTI Energy Fund-Income Option
593,100805,UTI Energy Fund-Growth Option
594,100806,UTI Healthcare Fund - Regular Plan - IDCW
595,100806,UTI Healthcare Fund - Regular Plan - Income Option
596,100807,UTI Healthcare Fund - Regular Plan - Growth Option
597,100808,UTI Services Industries Fund-Income Option
598,100809,UTI Services Industries Fund-Growth Option
599,100811,UTI - G-Sec Fund-Income
600,100812,UTI - G-Sec Fund-Growth
601,100813,UTI - Overnight Fund - Regular Plan - Periodic Div Option
602,100813,UTI Overnight Fund - Regular Plan - Periodic IDCW
603,100814,UTI - Overnight  Fund - Regular Plan - Growth Option
604,100820,UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Dividend Option
605,100820,UTI ELSS Tax Saver Fund - Regular Plan - IDCW
606,100820,UTI Long Term Equity Fund ( Tax Saving ) - Regular Plan - IDCW
607,100821,UTI ELSS Tax Saver Fund - Regular Plan - Growth Option
608,100821,UTI - Long Term Equity Fund (Tax Saving) - Regular Plan - Growth Option
609,100822,UTI - NIFTY Index Fund- Regular Plan - Growth Option
610,100822,UTI Nifty 50 Index Fund - Regular Plan - Growth Option
611,100823,UTI Nifty 50 Index Fund - Regular Plan - IDCW
612,100823,UTI - NIFTY Index Fund- Regular Plan - Income Option
613,100823,UTI Nifty Index Fund - Regular Plan - IDCW
614,100828,Kotak Liquid-Regular (Dividend)
615,100829,Kotak Liquid-Regular (Growth)
616,100830,Kotak Liquid-Institutional Plan  (Growth)
617,100831,Kotak Liquid-Institutional Plan - (Daily Dividend)
618,100832,Kotak Liquid-Institutional Plan (Weekly Dividend)
619,100833,Kotak Liquid Regular Plan Daily Dividend
620,100833,Kotak Liquid Regular Plan Daily Reinvestment of Income Distribution cum capital withdrawal option
621,100834,Kotak Liquid Regular Plan Weekly Reinvestment of Income Distribution cum capital withdrawal option Dividend
622,100834,Kotak Liquid Regular Plan Weekly Dividend
623,100835,Kotak Liquid Regular Plan Growth
624,100836,Kotak Liquid-Sweep (Daily Dividend)
625,100837,Reliance Liquid Fund - Retail Option - Growth Plan
626,100837,Nippon India Liquid Fund - Retail Option - Growth Plan
627,100838,NIPPON INDIA LIQUID FUND - RETAIL Plan - WEEKLY IDCW OPTION
628,100838,Reliance Liquid Fund - Retail Plan - Weekly Dividend Reinvestment Option
629,100838,Nippon India Liquid Fund - Retail Plan - Weekly Dividend Reinvestment Option
630,100842,Nippon India Liquid Fund - Retail Option - Daily Dividend Reinvestmetn Option
631,100842,Reliance Liquid Fund - Retail Option - Daily Dividend Reinvestmetn Option
632,100842,NIPPON INDIA LIQUID FUND - RETAIL Plan - DAILY IDCW OPTION
633,100843,NIPPON INDIA LIQUID FUND - RETAIL plan - MONTHLY IDCW OPTION
634,100843,Nippon India Liquid Fund - Retail Plan Monthly Dividend Plan
635,100843,Reliance Liquid Fund - Retail Plan Monthly Dividend Plan
636,100844,Reliance Liquid Fund - Retail Plan Quarterly Dividend Plan
637,100844,Nippon India Liquid Fund - Retail Plan Quarterly Dividend Plan
638,100844,NIPPON INDIA LIQUID FUND - RETAIL Plan - QUARTERLY IDCW OPTION
639,100845,Reliance Liquid Fund-Cash Plan-Growth Plan
640,100847,Reliance Liquid Fund-Cash Plan-Bonus Plan (Growth)
641,100848,Reliance Liquid Fund-Cash Plan-Weekly Dividend Reinvestment Option
642,100849,Reliance Liquid Fund-Cash Plan-Daily Dividend Reinvestment Option
643,100851,Reliance Liquid Fund -Growth Plan
644,100851,Nippon India Liquid Fund -Growth Plan
645,100852,NIPPON INDIA LIQUID FUND - DAILY IDCW OPTION
646,100852,Nippon India Liquid Fund -Daily Dividend Reinvestment Option
647,100852,Reliance Liquid Fund -Daily Dividend Reinvestment Option
648,100853,Reliance Liquid Fund -Weekly Dividend Reinvestment Option
649,100853,Nippon India Liquid Fund -Weekly Dividend Reinvestment Option
650,100853,NIPPON INDIA LIQUID FUND - WEEKLY IDCW OPTION
651,100855,NIPPON INDIA LIQUID FUND - MONTHLY IDCW OPTION
652,100855,Reliance Liquid Fund -Monthly Dividend Plan
653,100855,Nippon India Liquid Fund -Monthly Dividend Plan
654,100856,Nippon India Corporate Bond Fund - Growth Plan - Growth Option
655,100856,Reliance Prime Debt Fund - Growth Plan - Growth Option
656,100856,Nippon India Prime Debt Fund - Growth Plan - Growth Option
657,100857,Nippon India Prime Debt Fund - Monthly Dividend Plan
658,100857,Nippon India Corporate Bond Fund - Monthly Dividend Plan
659,100857,Reliance Prime Debt Fund - Monthly Dividend Plan
660,100857,NIPPON INDIA CORPORATE BOND FUND - MONTHLY IDCW Option
661,100858,Nippon India Prime Debt Fund - Quarterly Dividend Plan
662,100858,Nippon India Corporate Bond Fund - Quarterly Dividend Plan
663,100858,NIPPON INDIA CORPORATE BOND FUND - QUARTERLY IDCW Option
664,100858,Reliance Prime Debt Fund - Quarterly Dividend Plan
665,100859,Nippon India Corporate Bond Fund - Growth Plan - Bonus Option
666,100859,Reliance Prime Debt Fund - Growth Plan - Bonus Option
667,100859,Nippon India Prime Debt Fund - Growth Plan - Bonus Option
668,100864,LIC MF ELSS Tax Saver-Regular Plan-IDCW
669,100864,LIC MF Tax Plan-Regular Plan-IDCW
670,100864,LIC MF ELSS-Regular Plan-IDCW
671,100864,LIC MF Tax Plan-Regular Plan-Dividend
672,100865,LIC MF ELSS Tax Saver-Regular Plan-Growth
673,100865,LIC MF Tax Plan-Regular Plan-Growth
674,100865,LIC MF ELSS-Regular Plan-Growth
675,100868,HDFC Liquid Fund-GROWTH
676,100868,HDFC Liquid Fund - Growth Plan
677,100869,HDFC Liquid Fund-DIVIDEND
678,100870,HDFC Liquid Fund-PREMIUM- Dividend
679,100871,HDFC Liquid Fund-PREMIUM PLUS- Dividend
680,100872,HDFC Liquid Fund-PREMIUM PLUS- Growth
681,100873,HDFC Liquid Fund-PREMIUM- Growth
682,100874,HDFC Liquid Fund-Dividend - Weekly
683,100874,HDFC Liquid Fund - IDCW Plan Weekly
684,100875,HDFC Liquid Fund - IDCW Daily
685,100875,HDFC Liquid Fund-Dividend - Daily
686,100876,HDFC Liquid Fund-Dividend - Monthly
687,100876,HDFC Liquid Fund - IDCW Monthly
688,100877,HDFC Liquid Fund-Premium Plan - Dividend-Daily
689,100878,HDFC Liquid Fund-Premium Plan - Dividend-Weekly
690,100881,HDFC Liquid Fund-Premium Plus Plan - Dividend-Weekly
691,100887,Principal Cash Management-Liquid Option-Dividend Plan
692,100888,Principal Cash Management-Liquid Option-Growth Plan
693,100889,Principal Cash Management-Liquid Option-Monthly Dividend
694,100890,Principal Cash Management-Liquid Option-Institutional - Weekly Dividend Plan
695,100891,Principal Cash Management-Liquid Option-Institutional - Monthly Dividend Plan
696,100892,Principal Cash Management-Liquid Option-Daily Dividend
697,100893,Principal Cash Management-Liquid Option-Institutional - Growth Plan
698,100894,Principal Cash Management-Liquid Option-Institutional - Daily Dividend Plan
699,100895,Principal Cash Management Fund - Daily Dividend
700,100895,Principal Cash Management Fund - Daily Income Distribution CUM Capital Withdrawal
701,100896,Principal Cash Management Fund - Weekly Income Distribution CUM Capital Withdrawal Option
702,100896,Principal Cash Management Fund - Weekly Dividend Option
703,100897,Principal Cash Management Fund - Monthly Income Distribution CUM Capital Withdrawal Option
704,100897,Principal Cash Management Fund - Monthly Dividend Option
705,100898,Principal Cash Management Fund -Growth Option
706,100899,HDFC Children Gift Fund-Savings
707,100900,HDFC Childrens Gift Fund - Growth Plan
708,100900,HDFC Children Gift Fund-Investment
709,100902,Franklin Pharma Fund - Growth
710,100906,DBS Chola Opportunities Fund-Regular Quarterly Dividend
711,100907,DBS Chola Opportunities Fund-Cumulative
712,100915,SBI CONTRA-REGULAR PLAN -DIVIDEND
713,100915,SBI CONTRA FUND-REGULAR PLAN -DIVIDEND
714,100915,SBI Contra Fund - Regular Plan - Income Distribution cum Capital Withdrawal Option (IDCW)
715,100917,SBI MAGNUM DEBT FUND SERIES - 180 DAYS - 2 - DIVIDEND
716,100927,SBI Debt Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
717,100927,SBI DEBT HYBRID FUND - Dividend-REGULAR PLAN -Monthly
718,100927,SBI Conservative Hybrid Fund - Regular Plan - Monthly Income Distribution cum Capital Withdrawal Option (IDCW)
719,100928,SBI DEBT HYBRID FUND -REGULAR PLAN - Dividend-Quaterly
720,100928,SBI Conservative Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
721,100928,SBI Debt Hybrid Fund - Regular Plan - Quarterly Income Distribution cum Capital Withdrawal Option (IDCW)
722,100929,SBI Debt Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)
723,100929,SBI DEBT HYBRID FUND -Dividend-REGULAR PLAN - Annual
724,100929,SBI Conservative Hybrid Fund - Regular Plan - Annual Income Distribution cum Capital Withdrawal Option (IDCW)
725,100934,SBI MELS 95
726,100940,DSP BlackRock Liquidity Fund - Regular Plan - Growth
727,100941,DSP BlackRock Liquidity Fund - Regular Plan Weekly Dividend
